Id,Claim_Verification,Engagement_Score,Label,Type
CMT_1967,1,0,CMT_1967,Comment
CMT_1968,-1,0,CMT_1968,Comment
CMT_1969,1,0,CMT_1969,Comment
CMT_1970,-1,0,CMT_1970,Comment
CMT_1971,-2,8,CMT_1971,Comment
CMT_1972,-2,0,CMT_1972,Comment
CMT_1973,-2,0,CMT_1973,Comment
CMT_1974,-2,0,CMT_1974,Comment
CMT_1975,-2,0,CMT_1975,Comment
CMT_1976,0,0,CMT_1976,Comment
CMT_1977,-2,4,CMT_1977,Comment
CMT_1978,1,5,CMT_1978,Comment
CMT_1979,-2,0,CMT_1979,Comment
CMT_1980,0,0,CMT_1980,Comment
CMT_1981,-2,0,CMT_1981,Comment
CMT_1982,1,0,CMT_1982,Comment
CMT_1983,-1,0,CMT_1983,Comment
CMT_1984,-2,0,CMT_1984,Comment
CMT_1985,0,0,CMT_1985,Comment
CMT_1986,-2,0,CMT_1986,Comment
CMT_1987,-2,0,CMT_1987,Comment
CMT_1988,-2,0,CMT_1988,Comment
CMT_1989,-2,0,CMT_1989,Comment
CMT_1990,-2,0,CMT_1990,Comment
CMT_1991,-2,0,CMT_1991,Comment
CMT_1992,1,1,CMT_1992,Comment
CMT_1993,1,0,CMT_1993,Comment
CMT_1994,1,3,CMT_1994,Comment
CMT_1995,-2,0,CMT_1995,Comment
CMT_1996,-2,0,CMT_1996,Comment
CMT_1997,0,0,CMT_1997,Comment
CMT_1998,-2,4,CMT_1998,Comment
CMT_1999,-2,0,CMT_1999,Comment
CMT_2000,-2,0,CMT_2000,Comment
CMT_2001,-2,0,CMT_2001,Comment
CMT_2002,0,0,CMT_2002,Comment
CMT_2003,-2,0,CMT_2003,Comment
CMT_2004,0,0,CMT_2004,Comment
CMT_2005,-2,1,CMT_2005,Comment
CMT_2005,-2,5,CMT_2005,Comment
CMT_2005,-2,2,CMT_2005,Comment
CMT_2005,-2,12,CMT_2005,Comment
CMT_2005,-2,0,CMT_2005,Comment
CMT_2005,-2,6,CMT_2005,Comment
CMT_2005,-2,0,CMT_2005,Comment
CMT_2005,-2,2,CMT_2005,Comment
CMT_2005,-2,0,CMT_2005,Comment
CMT_2005,-2,1,CMT_2005,Comment
CMT_2005,-2,0,CMT_2005,Comment
CMT_2005,-2,3,CMT_2005,Comment
CMT_2005,-2,1,CMT_2005,Comment
CMT_2005,-2,0,CMT_2005,Comment
CMT_2005,-2,1,CMT_2005,Comment
CMT_2005,-2,0,CMT_2005,Comment
CMT_2005,-2,0,CMT_2005,Comment
CMT_2005,-2,0,CMT_2005,Comment
CMT_2005,-2,0,CMT_2005,Comment
CMT_2005,-2,0,CMT_2005,Comment
CMT_2006,-2,0,CMT_2006,Comment
CMT_2007,1,0,CMT_2007,Comment
CMT_2008,-2,0,CMT_2008,Comment
CMT_2009,1,2,CMT_2009,Comment
CMT_2010,-2,0,CMT_2010,Comment
CMT_2011,1,0,CMT_2011,Comment
CMT_2012,0,1,CMT_2012,Comment
CMT_2013,-2,5,CMT_2013,Comment
CMT_2014,-2,1,CMT_2014,Comment
CMT_2014,-2,5,CMT_2014,Comment
CMT_2014,-2,2,CMT_2014,Comment
CMT_2014,-2,12,CMT_2014,Comment
CMT_2014,-2,0,CMT_2014,Comment
CMT_2014,-2,6,CMT_2014,Comment
CMT_2014,-2,0,CMT_2014,Comment
CMT_2014,-2,2,CMT_2014,Comment
CMT_2014,-2,0,CMT_2014,Comment
CMT_2014,-2,1,CMT_2014,Comment
CMT_2014,-2,0,CMT_2014,Comment
CMT_2014,-2,3,CMT_2014,Comment
CMT_2014,-2,1,CMT_2014,Comment
CMT_2014,-2,0,CMT_2014,Comment
CMT_2014,-2,1,CMT_2014,Comment
CMT_2014,-2,0,CMT_2014,Comment
CMT_2014,-2,0,CMT_2014,Comment
CMT_2014,-2,0,CMT_2014,Comment
CMT_2014,-2,0,CMT_2014,Comment
CMT_2014,-2,0,CMT_2014,Comment
CMT_2015,1,3,CMT_2015,Comment
CMT_2016,0,1525,CMT_2016,Comment
CMT_2017,0,1,CMT_2017,Comment
CMT_2018,1,4,CMT_2018,Comment
CMT_2019,-1,0,CMT_2019,Comment
CMT_2020,1,0,CMT_2020,Comment
CMT_2021,-2,0,CMT_2021,Comment
CMT_2022,1,0,CMT_2022,Comment
CMT_2023,-1,0,CMT_2023,Comment
CMT_2024,0,0,CMT_2024,Comment
CMT_2025,-2,0,CMT_2025,Comment
CMT_2026,-2,0,CMT_2026,Comment
CMT_2027,1,2,CMT_2027,Comment
CMT_2028,-1,0,CMT_2028,Comment
CMT_2029,-2,0,CMT_2029,Comment
CMT_2030,-2,0,CMT_2030,Comment
CMT_2031,-2,0,CMT_2031,Comment
CMT_2032,-2,0,CMT_2032,Comment
CMT_2033,-2,0,CMT_2033,Comment
CMT_2034,0,0,CMT_2034,Comment
CMT_2035,-2,0,CMT_2035,Comment
CMT_2036,-1,0,CMT_2036,Comment
CMT_2037,-2,3,CMT_2037,Comment
CMT_2038,-2,0,CMT_2038,Comment
CMT_2039,-2,0,CMT_2039,Comment
CMT_2040,1,0,CMT_2040,Comment
CMT_2041,-2,0,CMT_2041,Comment
CMT_2042,-1,0,CMT_2042,Comment
CMT_2043,1,26,CMT_2043,Comment
CMT_2044,1,1,CMT_2044,Comment
CMT_2045,-2,0,CMT_2045,Comment
CMT_2046,-2,0,CMT_2046,Comment
CMT_2047,1,0,CMT_2047,Comment
CMT_2048,-1,2,CMT_2048,Comment
CMT_2049,-2,1,CMT_2049,Comment
CMT_2050,-2,0,CMT_2050,Comment
CMT_2051,-1,0,CMT_2051,Comment
CMT_2052,-2,0,CMT_2052,Comment
CMT_2053,1,96,CMT_2053,Comment
CMT_2054,-1,0,CMT_2054,Comment
CMT_2055,-2,0,CMT_2055,Comment
CMT_2056,-2,0,CMT_2056,Comment
CMT_2057,-1,0,CMT_2057,Comment
CMT_2058,1,0,CMT_2058,Comment
CMT_2059,-2,0,CMT_2059,Comment
CMT_2060,-2,0,CMT_2060,Comment
CMT_2061,-2,1,CMT_2061,Comment
CMT_2062,1,0,CMT_2062,Comment
CMT_2063,-2,0,CMT_2063,Comment
CMT_2064,-2,0,CMT_2064,Comment
CMT_2065,1,0,CMT_2065,Comment
CMT_2066,-1,0,CMT_2066,Comment
CMT_2067,-2,0,CMT_2067,Comment
CMT_2068,1,0,CMT_2068,Comment
CMT_2069,-2,0,CMT_2069,Comment
CMT_2070,-2,0,CMT_2070,Comment
CMT_2071,-2,0,CMT_2071,Comment
CMT_2072,-2,0,CMT_2072,Comment
CMT_2073,-2,1,CMT_2073,Comment
CMT_2074,-2,0,CMT_2074,Comment
CMT_2075,0,2,CMT_2075,Comment
CMT_2076,-2,1,CMT_2076,Comment
CMT_2077,-1,0,CMT_2077,Comment
CMT_2078,-2,3,CMT_2078,Comment
CMT_2079,-2,0,CMT_2079,Comment
CMT_2080,-2,1,CMT_2080,Comment
CMT_2081,-2,0,CMT_2081,Comment
CMT_2082,0,0,CMT_2082,Comment
CMT_2083,1,2,CMT_2083,Comment
CMT_2084,0,0,CMT_2084,Comment
CMT_2085,-1,0,CMT_2085,Comment
CMT_2086,0,0,CMT_2086,Comment
CMT_2087,-1,0,CMT_2087,Comment
CMT_2088,-2,0,CMT_2088,Comment
CMT_2089,0,1,CMT_2089,Comment
CMT_2090,-2,0,CMT_2090,Comment
CMT_2091,-2,0,CMT_2091,Comment
CMT_2092,-2,0,CMT_2092,Comment
CMT_2093,-1,0,CMT_2093,Comment
CMT_2094,-1,0,CMT_2094,Comment
CMT_2095,-2,0,CMT_2095,Comment
CMT_2096,1,0,CMT_2096,Comment
CMT_2097,-2,4,CMT_2097,Comment
CMT_2098,1,0,CMT_2098,Comment
CMT_2099,0,0,CMT_2099,Comment
CMT_2100,-2,1,CMT_2100,Comment
CMT_2100,-2,5,CMT_2100,Comment
CMT_2100,-2,2,CMT_2100,Comment
CMT_2100,-2,12,CMT_2100,Comment
CMT_2100,-2,0,CMT_2100,Comment
CMT_2100,-2,6,CMT_2100,Comment
CMT_2100,-2,0,CMT_2100,Comment
CMT_2100,-2,2,CMT_2100,Comment
CMT_2100,-2,0,CMT_2100,Comment
CMT_2100,-2,1,CMT_2100,Comment
CMT_2100,-2,0,CMT_2100,Comment
CMT_2100,-2,3,CMT_2100,Comment
CMT_2100,-2,1,CMT_2100,Comment
CMT_2100,-2,0,CMT_2100,Comment
CMT_2100,-2,1,CMT_2100,Comment
CMT_2100,-2,0,CMT_2100,Comment
CMT_2100,-2,0,CMT_2100,Comment
CMT_2100,-2,0,CMT_2100,Comment
CMT_2100,-2,0,CMT_2100,Comment
CMT_2100,-2,0,CMT_2100,Comment
CMT_2101,-2,0,CMT_2101,Comment
CMT_2102,-1,0,CMT_2102,Comment
CMT_2103,0,0,CMT_2103,Comment
CMT_2104,-2,2,CMT_2104,Comment
CMT_2105,1,0,CMT_2105,Comment
CMT_2106,1,2,CMT_2106,Comment
CMT_2107,-2,0,CMT_2107,Comment
CMT_2108,1,11,CMT_2108,Comment
CMT_2109,-2,0,CMT_2109,Comment
CMT_2110,-2,0,CMT_2110,Comment
CMT_2111,-1,2,CMT_2111,Comment
CMT_2112,-2,0,CMT_2112,Comment
CMT_2113,1,7,CMT_2113,Comment
CMT_2114,-1,1,CMT_2114,Comment
CMT_2115,-2,2,CMT_2115,Comment
CMT_2116,-2,0,CMT_2116,Comment
CMT_2117,-2,0,CMT_2117,Comment
CMT_2118,0,0,CMT_2118,Comment
CMT_2119,-2,0,CMT_2119,Comment
CMT_2120,-2,6,CMT_2120,Comment
CMT_2121,1,1,CMT_2121,Comment
CMT_2122,1,0,CMT_2122,Comment
CMT_2123,1,0,CMT_2123,Comment
CMT_2124,-2,0,CMT_2124,Comment
CMT_2125,0,9,CMT_2125,Comment
CMT_2126,-2,0,CMT_2126,Comment
CMT_2127,-2,0,CMT_2127,Comment
CMT_2128,-1,2,CMT_2128,Comment
CMT_2129,-2,0,CMT_2129,Comment
CMT_2130,1,0,CMT_2130,Comment
CMT_2131,1,2,CMT_2131,Comment
CMT_2132,-2,0,CMT_2132,Comment
CMT_2133,-2,3,CMT_2133,Comment
CMT_2134,-2,0,CMT_2134,Comment
CMT_2135,1,1,CMT_2135,Comment
CMT_2136,-2,0,CMT_2136,Comment
CMT_2137,-2,368,CMT_2137,Comment
CMT_2138,1,2,CMT_2138,Comment
CMT_2139,-2,25,CMT_2139,Comment
CMT_2140,0,1,CMT_2140,Comment
CMT_2141,1,0,CMT_2141,Comment
CMT_2142,1,16,CMT_2142,Comment
CMT_2143,-2,0,CMT_2143,Comment
CMT_2144,1,0,CMT_2144,Comment
CMT_2145,1,0,CMT_2145,Comment
CMT_2146,-2,3,CMT_2146,Comment
CMT_2147,-1,1,CMT_2147,Comment
CMT_2148,0,2,CMT_2148,Comment
CMT_2149,-2,0,CMT_2149,Comment
CMT_2150,0,3,CMT_2150,Comment
CMT_2151,-3,4,CMT_2151,Comment
CMT_2152,-1,0,CMT_2152,Comment
CMT_2153,-3,2,CMT_2153,Comment
CMT_2154,1,0,CMT_2154,Comment
CMT_2155,1,3,CMT_2155,Comment
CMT_2156,-2,4,CMT_2156,Comment
CMT_2157,-2,0,CMT_2157,Comment
CMT_2158,-2,0,CMT_2158,Comment
CMT_2159,1,2,CMT_2159,Comment
CMT_2160,-2,2,CMT_2160,Comment
CMT_2161,-2,2,CMT_2161,Comment
CMT_2162,1,1,CMT_2162,Comment
CMT_2163,1,1,CMT_2163,Comment
CMT_2164,-2,0,CMT_2164,Comment
CMT_2165,-2,1,CMT_2165,Comment
CMT_2166,-3,8,CMT_2166,Comment
CMT_2167,-2,26,CMT_2167,Comment
CMT_2168,-1,0,CMT_2168,Comment
CMT_2169,-2,1,CMT_2169,Comment
CMT_2170,-2,0,CMT_2170,Comment
CMT_2171,-1,0,CMT_2171,Comment
CMT_2172,-2,0,CMT_2172,Comment
CMT_2173,-2,0,CMT_2173,Comment
CMT_2174,-2,0,CMT_2174,Comment
CMT_2175,-2,0,CMT_2175,Comment
CMT_2176,-2,0,CMT_2176,Comment
CMT_2177,1,0,CMT_2177,Comment
CMT_2178,-2,0,CMT_2178,Comment
CMT_2179,0,2,CMT_2179,Comment
CMT_2180,-2,0,CMT_2180,Comment
CMT_2181,-2,0,CMT_2181,Comment
CMT_2182,-3,0,CMT_2182,Comment
CMT_2183,1,2,CMT_2183,Comment
CMT_2184,0,0,CMT_2184,Comment
CMT_2185,-2,1,CMT_2185,Comment
CMT_2186,-2,0,CMT_2186,Comment
CMT_2187,-2,0,CMT_2187,Comment
CMT_2188,-2,0,CMT_2188,Comment
CMT_2189,-3,1,CMT_2189,Comment
CMT_2190,1,2,CMT_2190,Comment
CMT_2191,-2,0,CMT_2191,Comment
CMT_2192,-3,6,CMT_2192,Comment
CMT_2193,-3,2,CMT_2193,Comment
CMT_2194,-2,0,CMT_2194,Comment
CMT_2194,-2,0,CMT_2194,Comment
CMT_2195,-1,1,CMT_2195,Comment
CMT_2196,-2,0,CMT_2196,Comment
CMT_2196,-2,0,CMT_2196,Comment
CMT_2197,0,0,CMT_2197,Comment
CMT_2198,-2,6,CMT_2198,Comment
CMT_2199,-2,2,CMT_2199,Comment
CMT_2200,-2,2,CMT_2200,Comment
CMT_2201,0,4,CMT_2201,Comment
CMT_2202,-2,0,CMT_2202,Comment
CMT_2203,0,1,CMT_2203,Comment
CMT_2204,1,0,CMT_2204,Comment
CMT_2205,-1,0,CMT_2205,Comment
CMT_2206,-2,0,CMT_2206,Comment
CMT_2207,-2,0,CMT_2207,Comment
CMT_2208,-2,0,CMT_2208,Comment
CMT_2209,-1,0,CMT_2209,Comment
CMT_2210,-2,0,CMT_2210,Comment
CMT_2211,-2,0,CMT_2211,Comment
CMT_2212,1,0,CMT_2212,Comment
CMT_2213,-2,0,CMT_2213,Comment
CMT_2214,0,0,CMT_2214,Comment
CMT_2215,1,0,CMT_2215,Comment
CMT_2216,-2,0,CMT_2216,Comment
CMT_2217,-2,0,CMT_2217,Comment
CMT_2218,-2,88,CMT_2218,Comment
CMT_2219,-2,0,CMT_2219,Comment
CMT_2220,-2,0,CMT_2220,Comment
CMT_2221,1,0,CMT_2221,Comment
CMT_2222,0,0,CMT_2222,Comment
CMT_2223,1,4,CMT_2223,Comment
CMT_2224,1,2,CMT_2224,Comment
CMT_2225,0,0,CMT_2225,Comment
CMT_2226,-2,0,CMT_2226,Comment
CMT_2227,0,5,CMT_2227,Comment
CMT_2228,0,2,CMT_2228,Comment
CMT_2229,-1,0,CMT_2229,Comment
CMT_2230,-2,1,CMT_2230,Comment
CMT_2231,0,0,CMT_2231,Comment
CMT_2232,-3,4,CMT_2232,Comment
CMT_2233,-2,2,CMT_2233,Comment
CMT_2234,-2,1,CMT_2234,Comment
CMT_2235,1,0,CMT_2235,Comment
CMT_2236,-1,0,CMT_2236,Comment
CMT_2237,1,0,CMT_2237,Comment
CMT_2238,-2,1,CMT_2238,Comment
CMT_2239,-2,0,CMT_2239,Comment
CMT_2240,1,0,CMT_2240,Comment
CMT_2241,1,0,CMT_2241,Comment
CMT_2242,0,0,CMT_2242,Comment
CMT_2243,1,0,CMT_2243,Comment
CMT_2244,-1,0,CMT_2244,Comment
CMT_2245,1,16,CMT_2245,Comment
CMT_2246,1,0,CMT_2246,Comment
CMT_2247,-1,8,CMT_2247,Comment
CMT_2248,-2,7,CMT_2248,Comment
CMT_2249,-3,0,CMT_2249,Comment
CMT_2250,0,0,CMT_2250,Comment
CMT_2251,0,0,CMT_2251,Comment
CMT_2252,-2,0,CMT_2252,Comment
CMT_2253,-2,1,CMT_2253,Comment
CMT_2254,1,1,CMT_2254,Comment
CMT_2255,-2,2,CMT_2255,Comment
CMT_2256,-2,137,CMT_2256,Comment
CMT_2257,-2,0,CMT_2257,Comment
CMT_2258,-3,1,CMT_2258,Comment
CMT_2259,-2,0,CMT_2259,Comment
CMT_2260,0,0,CMT_2260,Comment
CMT_2261,-2,0,CMT_2261,Comment
CMT_2262,-2,0,CMT_2262,Comment
CMT_2263,-2,0,CMT_2263,Comment
CMT_2264,1,0,CMT_2264,Comment
CMT_2265,1,0,CMT_2265,Comment
CMT_2266,-1,1,CMT_2266,Comment
CMT_2267,1,0,CMT_2267,Comment
CMT_2268,-2,85,CMT_2268,Comment
CMT_2269,-2,2,CMT_2269,Comment
CMT_2270,-2,1,CMT_2270,Comment
CMT_2271,-2,3,CMT_2271,Comment
CMT_2272,-2,0,CMT_2272,Comment
CMT_2273,-1,2,CMT_2273,Comment
CMT_2274,-2,0,CMT_2274,Comment
CMT_2275,-2,0,CMT_2275,Comment
CMT_2276,-2,1,CMT_2276,Comment
CMT_2277,-2,1,CMT_2277,Comment
CMT_2278,0,1,CMT_2278,Comment
CMT_2279,1,0,CMT_2279,Comment
CMT_2280,-2,0,CMT_2280,Comment
CMT_2281,-2,0,CMT_2281,Comment
CMT_2282,-1,1,CMT_2282,Comment
CMT_2283,-2,2,CMT_2283,Comment
CMT_2284,-2,3,CMT_2284,Comment
CMT_2285,-2,2,CMT_2285,Comment
CMT_2286,1,0,CMT_2286,Comment
CMT_2287,-1,0,CMT_2287,Comment
CMT_2288,-2,0,CMT_2288,Comment
CMT_2289,-2,0,CMT_2289,Comment
CMT_2290,-2,0,CMT_2290,Comment
CMT_2291,-2,0,CMT_2291,Comment
CMT_2292,-3,0,CMT_2292,Comment
CMT_2293,-3,0,CMT_2293,Comment
CMT_2294,-3,0,CMT_2294,Comment
CMT_2295,-3,0,CMT_2295,Comment
CMT_2296,-3,0,CMT_2296,Comment
CMT_2297,1,0,CMT_2297,Comment
CMT_2298,-1,1,CMT_2298,Comment
CMT_2299,-1,2,CMT_2299,Comment
CMT_2300,-3,1,CMT_2300,Comment
CMT_2301,0,1,CMT_2301,Comment
CMT_2302,-2,0,CMT_2302,Comment
CMT_2303,-2,0,CMT_2303,Comment
CMT_2304,-1,0,CMT_2304,Comment
CMT_2305,-2,13,CMT_2305,Comment
CMT_2306,-2,0,CMT_2306,Comment
CMT_2307,-2,0,CMT_2307,Comment
CMT_2308,-2,0,CMT_2308,Comment
CMT_2309,-2,19,CMT_2309,Comment
CMT_2310,1,4,CMT_2310,Comment
CMT_2311,-2,1,CMT_2311,Comment
CMT_2312,-1,72,CMT_2312,Comment
CMT_2313,0,2,CMT_2313,Comment
CMT_2314,-2,0,CMT_2314,Comment
CMT_2315,0,2,CMT_2315,Comment
CMT_2316,-2,19,CMT_2316,Comment
CMT_2317,-2,1,CMT_2317,Comment
CMT_2318,1,0,CMT_2318,Comment
CMT_2319,-2,0,CMT_2319,Comment
CMT_2320,-2,0,CMT_2320,Comment
CMT_2321,-2,0,CMT_2321,Comment
CMT_2322,1,0,CMT_2322,Comment
CMT_2323,1,0,CMT_2323,Comment
CMT_2324,-2,0,CMT_2324,Comment
CMT_2325,-2,2,CMT_2325,Comment
CMT_2326,1,16,CMT_2326,Comment
CMT_2327,1,0,CMT_2327,Comment
CMT_2328,-2,0,CMT_2328,Comment
CMT_2329,1,0,CMT_2329,Comment
CMT_2330,-2,1,CMT_2330,Comment
CMT_2331,-2,10,CMT_2331,Comment
CMT_2332,-2,2,CMT_2332,Comment
CMT_2333,-2,1,CMT_2333,Comment
CMT_2334,-2,1,CMT_2334,Comment
CMT_2335,1,0,CMT_2335,Comment
CMT_2336,-2,0,CMT_2336,Comment
CMT_2337,-2,1,CMT_2337,Comment
CMT_2338,1,3,CMT_2338,Comment
CMT_2339,-2,2,CMT_2339,Comment
CMT_2340,0,3,CMT_2340,Comment
CMT_2341,1,3,CMT_2341,Comment
CMT_2342,0,2,CMT_2342,Comment
CMT_2343,1,2,CMT_2343,Comment
CMT_2344,1,2,CMT_2344,Comment
CMT_2345,-2,1,CMT_2345,Comment
CMT_2346,1,2,CMT_2346,Comment
CMT_2347,0,4,CMT_2347,Comment
CMT_2348,-3,12,CMT_2348,Comment
CMT_2349,-2,1,CMT_2349,Comment
CMT_2350,-2,6,CMT_2350,Comment
CMT_2351,-2,8,CMT_2351,Comment
CMT_2352,-2,7,CMT_2352,Comment
CMT_2353,-1,1,CMT_2353,Comment
CMT_2354,-3,0,CMT_2354,Comment
CMT_2355,1,0,CMT_2355,Comment
CMT_2356,1,1,CMT_2356,Comment
CMT_2357,1,0,CMT_2357,Comment
CMT_2358,-2,0,CMT_2358,Comment
CMT_2359,-2,0,CMT_2359,Comment
CMT_2360,-2,12,CMT_2360,Comment
CMT_2361,-2,0,CMT_2361,Comment
CMT_2362,-2,0,CMT_2362,Comment
CMT_2363,1,2,CMT_2363,Comment
CMT_2364,-2,1,CMT_2364,Comment
CMT_2365,-2,0,CMT_2365,Comment
CMT_2366,-2,6,CMT_2366,Comment
CMT_2367,-2,11,CMT_2367,Comment
CMT_2368,1,12,CMT_2368,Comment
CMT_2369,-1,2,CMT_2369,Comment
CMT_2370,1,0,CMT_2370,Comment
CMT_2371,1,2,CMT_2371,Comment
CMT_2372,-2,760,CMT_2372,Comment
CMT_2373,-2,0,CMT_2373,Comment
CMT_2374,0,0,CMT_2374,Comment
CMT_2375,-2,0,CMT_2375,Comment
CMT_2376,-2,1,CMT_2376,Comment
CMT_2377,-2,0,CMT_2377,Comment
CMT_2378,-1,0,CMT_2378,Comment
CMT_2379,-2,0,CMT_2379,Comment
CMT_2380,-2,0,CMT_2380,Comment
CMT_2381,-2,0,CMT_2381,Comment
CMT_2382,-2,0,CMT_2382,Comment
CMT_2383,-2,0,CMT_2383,Comment
CMT_2384,-2,0,CMT_2384,Comment
CMT_2385,-2,0,CMT_2385,Comment
CMT_2386,-1,0,CMT_2386,Comment
CMT_2387,-2,0,CMT_2387,Comment
CMT_2388,-2,0,CMT_2388,Comment
CMT_2389,-2,1,CMT_2389,Comment
CMT_2390,-1,0,CMT_2390,Comment
CMT_2391,-2,0,CMT_2391,Comment
CMT_2392,1,0,CMT_2392,Comment
CMT_2393,1,0,CMT_2393,Comment
CMT_2394,-2,0,CMT_2394,Comment
CMT_2395,1,0,CMT_2395,Comment
CMT_2396,-1,0,CMT_2396,Comment
CMT_2397,-2,0,CMT_2397,Comment
CMT_2398,1,1,CMT_2398,Comment
CMT_2399,-2,0,CMT_2399,Comment
CMT_2400,-2,0,CMT_2400,Comment
CMT_2401,-2,0,CMT_2401,Comment
CMT_2402,-2,1,CMT_2402,Comment
CMT_2403,1,0,CMT_2403,Comment
CMT_2404,-2,0,CMT_2404,Comment
CMT_2405,-2,0,CMT_2405,Comment
CMT_2406,-2,0,CMT_2406,Comment
CMT_2407,-2,0,CMT_2407,Comment
CMT_2408,-1,2,CMT_2408,Comment
CMT_2409,-2,1,CMT_2409,Comment
CMT_2410,-2,0,CMT_2410,Comment
CMT_2411,-1,1,CMT_2411,Comment
CMT_2412,-3,0,CMT_2412,Comment
CMT_2413,-1,0,CMT_2413,Comment
CMT_2414,0,0,CMT_2414,Comment
CMT_2415,-2,1,CMT_2415,Comment
CMT_2416,-1,2,CMT_2416,Comment
CMT_2417,1,0,CMT_2417,Comment
CMT_2418,-2,869,CMT_2418,Comment
CMT_2419,-2,0,CMT_2419,Comment
CMT_2420,-3,6,CMT_2420,Comment
CMT_2421,-2,1,CMT_2421,Comment
CMT_2422,-2,0,CMT_2422,Comment
CMT_2423,0,0,CMT_2423,Comment
CMT_2424,-2,2,CMT_2424,Comment
CMT_2425,1,2,CMT_2425,Comment
CMT_2426,-2,3,CMT_2426,Comment
CMT_2427,-2,1,CMT_2427,Comment
CMT_2428,-1,0,CMT_2428,Comment
CMT_2429,-2,0,CMT_2429,Comment
CMT_2430,1,2,CMT_2430,Comment
CMT_2431,-1,1,CMT_2431,Comment
CMT_2432,-2,0,CMT_2432,Comment
CMT_2433,-2,0,CMT_2433,Comment
CMT_2434,-2,2,CMT_2434,Comment
CMT_2435,-2,7,CMT_2435,Comment
CMT_2436,1,0,CMT_2436,Comment
CMT_2437,-1,0,CMT_2437,Comment
CMT_2438,-2,4,CMT_2438,Comment
CMT_2439,1,2,CMT_2439,Comment
CMT_2440,0,0,CMT_2440,Comment
CMT_2441,-2,2,CMT_2441,Comment
CMT_2442,-2,0,CMT_2442,Comment
CMT_2443,-2,0,CMT_2443,Comment
CMT_2444,-2,1,CMT_2444,Comment
CMT_2445,-2,153,CMT_2445,Comment
CMT_2446,-1,0,CMT_2446,Comment
CMT_2447,0,2,CMT_2447,Comment
CMT_2448,-1,0,CMT_2448,Comment
CMT_2449,0,7,CMT_2449,Comment
CMT_2450,-2,0,CMT_2450,Comment
CMT_2451,1,4,CMT_2451,Comment
CMT_2452,-2,0,CMT_2452,Comment
CMT_2453,-2,0,CMT_2453,Comment
CMT_2454,-1,0,CMT_2454,Comment
CMT_2455,0,0,CMT_2455,Comment
CMT_2456,-1,0,CMT_2456,Comment
CMT_2457,-2,0,CMT_2457,Comment
CMT_2458,-2,4,CMT_2458,Comment
CMT_2459,-2,0,CMT_2459,Comment
CMT_2460,-2,1,CMT_2460,Comment
CMT_2461,-2,0,CMT_2461,Comment
CMT_2462,0,0,CMT_2462,Comment
CMT_2463,1,0,CMT_2463,Comment
CMT_2464,0,0,CMT_2464,Comment
CMT_2465,1,0,CMT_2465,Comment
CMT_2466,1,0,CMT_2466,Comment
CMT_2467,-2,0,CMT_2467,Comment
CMT_2468,-2,0,CMT_2468,Comment
CMT_2469,-1,2,CMT_2469,Comment
CMT_2470,-2,0,CMT_2470,Comment
CMT_2471,-2,0,CMT_2471,Comment
CMT_2472,-2,0,CMT_2472,Comment
CMT_2473,1,0,CMT_2473,Comment
CMT_2474,-1,0,CMT_2474,Comment
CMT_2475,-2,0,CMT_2475,Comment
CMT_2476,-2,5,CMT_2476,Comment
CMT_2477,-2,0,CMT_2477,Comment
CMT_2478,-2,0,CMT_2478,Comment
CMT_2479,-2,1,CMT_2479,Comment
CMT_2480,-2,41,CMT_2480,Comment
CMT_2481,-2,0,CMT_2481,Comment
CMT_2482,0,0,CMT_2482,Comment
CMT_2483,-1,0,CMT_2483,Comment
CMT_2484,-2,0,CMT_2484,Comment
CMT_2485,-2,0,CMT_2485,Comment
CMT_2486,-2,2,CMT_2486,Comment
CMT_2487,-2,0,CMT_2487,Comment
CMT_2488,-2,0,CMT_2488,Comment
CMT_2489,0,0,CMT_2489,Comment
CMT_2490,-2,0,CMT_2490,Comment
CMT_2491,0,0,CMT_2491,Comment
CMT_2492,-2,1,CMT_2492,Comment
CMT_2493,-2,0,CMT_2493,Comment
CMT_2494,-1,4,CMT_2494,Comment
CMT_2495,-2,5,CMT_2495,Comment
CMT_2496,0,0,CMT_2496,Comment
CMT_2497,1,0,CMT_2497,Comment
CMT_2498,-2,0,CMT_2498,Comment
CMT_2499,1,0,CMT_2499,Comment
CMT_2500,-2,0,CMT_2500,Comment
CMT_2501,-1,0,CMT_2501,Comment
CMT_2502,0,0,CMT_2502,Comment
CMT_2503,-2,0,CMT_2503,Comment
CMT_2504,0,0,CMT_2504,Comment
CMT_2505,-1,0,CMT_2505,Comment
CMT_2506,1,0,CMT_2506,Comment
CMT_2507,-2,0,CMT_2507,Comment
CMT_2508,-2,0,CMT_2508,Comment
CMT_2509,-2,0,CMT_2509,Comment
CMT_2510,-1,0,CMT_2510,Comment
CMT_2511,-2,0,CMT_2511,Comment
CMT_2512,1,105,CMT_2512,Comment
CMT_2513,-2,0,CMT_2513,Comment
CMT_2514,-2,0,CMT_2514,Comment
CMT_2515,1,0,CMT_2515,Comment
CMT_2516,-2,0,CMT_2516,Comment
CMT_2517,-1,0,CMT_2517,Comment
CMT_2518,-2,0,CMT_2518,Comment
CMT_2519,-2,0,CMT_2519,Comment
CMT_2520,0,0,CMT_2520,Comment
CMT_2521,-1,0,CMT_2521,Comment
CMT_2522,1,12,CMT_2522,Comment
